27343,Standard,Semora,Person County,NC,336
27344,Standard,Siler City,Chatham County,NC,"919,336"
27349,Standard,Snow Camp,Alamance County,NC,"336,919"
27350,Standard,Sophia,Randolph County,NC,336
27351,Po Box,Southmont,Davidson County,NC,336
27355,Standard,Staley,Randolph County,NC,"336,919"
27356,Standard,Star,Montgomery County,NC,910
27357,Standard,Stokesdale,Rockingham County,NC,336
27358,Standard,Summerfield,Guilford County,NC,336
27359,Po Box,Swepsonville,Alamance County,NC,
27360,Standard,Thomasville,Davidson County,NC,336
27361,Po Box,Thomasville,Davidson County,NC,336
27370,Standard,Trinity,Randolph County,NC,336
27371,Standard,Troy,Montgomery County,NC,"910,336,704"
27373,Po Box,Wallburg,Davidson County,NC,336
27374,Po Box,Welcome,Davidson County,NC,336
27375,Po Box,Wentworth,Rockingham County,NC,336
27376,Standard,West End,Moore County,NC,910
27377,Standard,Whitsett,Guilford County,NC,336
27379,Standard,Yanceyville,Caswell County,NC,336
27395,Standard,Greensboro,Guilford County,NC,336
27401,Standard,Greensboro,Guilford County,NC,"336,910"
27402,Po Box,Greensboro,Guilford County,NC,336
27403,Standard,Greensboro,Guilford County,NC,336
27404,Po Box,Greensboro,Guilford County,NC,336
27405,Standard,Greensboro,Guilford County,NC,336
27406,Standard,Greensboro,Guilford County,NC,336
27407,Standard,Greensboro,Guilford County,NC,336
27408,Standard,Greensboro,Guilford County,NC,"910,336"
27409,Standard,Greensboro,Guilford County,NC,336
27410,Standard,Greensboro,Guilford County,NC,"910,336"
27411,Unique,Greensboro,Guilford County,NC,336
27412,Unique,Greensboro,Guilford County,NC,336
27413,Unique,Greensboro,Guilford County,NC,336
27415,Po Box,Greensboro,Guilford County,NC,336
27416,Po Box,Greensboro,Guilford County,NC,336
27417,Po Box,Greensboro,Guilford County,NC,336
27419,Po Box,Greensboro,Guilford County,NC,336
27420,Po Box,Greensboro,Guilford County,NC,336
27425,Po Box,Greensboro,Guilford County,NC,336
27427,Po Box,Greensboro,Guilford County,NC,336
27429,Po Box,Greensboro,Guilford County,NC,336
27435,Po Box,Greensboro,Guilford County,NC,336
27438,Po Box,Greensboro,Guilford County,NC,336
27455,Standard,Greensboro,Guilford County,NC,"336,910"
27480,Unique,Greensboro,Guilford County,NC,336
27495,Standard,Greensboro,Guilford County,NC,336
27497,Unique,Greensboro,Guilford County,NC,336
27498,Unique,Greensboro,Guilford County,NC,336
27499,Unique,Greensboro,Guilford County,NC,336
27501,Standard,Angier,Harnett County,NC,"919,910"
27502,Standard,Apex,Wake County,NC,919
27503,Standard,Bahama,Durham County,NC,919
27504,Standard,Benson,Johnston County,NC,919
27505,Standard,Broadway,Harnett County,NC,"919,910"
27506,Po Box,Buies Creek,Harnett County,NC,910
27507,Standard,Bullock,Granville County,NC,"919,252"
27508,Standard,Bunn,Franklin County,NC,919
27509,Standard,Butner,Granville County,NC,919
27510,Standard,Carrboro,Orange County,NC,919
27511,Standard,Cary,Wake County,NC,919
27512,Po Box,Cary,Wake County,NC,919
27513,Standard,Cary,Wake County,NC,919
27514,Standard,Chapel Hill,Orange County,NC,919
27515,Po Box,Chapel Hill,Orange County,NC,919
27516,Standard,Chapel Hill,Orange County,NC,"336,919"
27517,Standard,Chapel Hill,Orange County,NC,919
27518,Standard,Cary,Wake County,NC,919
27519,Standard,Cary,Wake County,NC,919
27520,Standard,Clayton,Johnston County,NC,919
27521,Standard,Coats,Harnett County,NC,"910,919"
27522,Standard,Creedmoor,Granville County,NC,919
27523,Standard,Apex,Wake County,NC,919
27524,Standard,Four Oaks,Johnston County,NC,"919,910"
27525,Standard,Franklinton,Franklin County,NC,919
27526,Standard,Fuquay Varina,Wake County,NC,919
27527,Standard,Clayton,Johnston County,NC,919
27528,Standard,Clayton,Johnston County,NC,919
27529,Standard,Garner,Wake County,NC,919
27530,Standard,Goldsboro,Wayne County,NC,919
27531,Standard,Goldsboro,Wayne County,NC,919
27532,Po Box,Goldsboro,Wayne County,NC,919
27533,Po Box,Goldsboro,Wayne County,NC,919
27534,Standard,Goldsboro,Wayne County,NC,919
27536,Standard,Henderson,Vance County,NC,"252,919"
27537,Standard,Henderson,Vance County,NC,252
27539,Standard,Apex,Wake County,NC,919
27540,Standard,Holly Springs,Wake County,NC,919
27541,Standard,Hurdle Mills,Person County,NC,"336,919"
27542,Standard,Kenly,Johnston County,NC,"919,252"
27543,Po Box,Kipling,Harnett County,NC,919
27544,Standard,Kittrell,Vance County,NC,"252,919"
27545,Standard,Knightdale,Wake County,NC,919
27546,Standard,Lillington,Harnett County,NC,"910,919"
27549,Standard,Louisburg,Franklin County,NC,"919,252"
27551,Standard,Macon,Warren County,NC,252
27552,Po Box,Mamers,Harnett County,NC,
27553,Standard,Manson,Warren County,NC,252
27555,Po Box,Micro,Johnston County,NC,919
27556,Standard,Middleburg,Vance County,NC,252
27557,Standard,Middlesex,Nash County,NC,"252,919"
27559,Standard,Moncure,Chatham County,NC,919
27560,Standard,Morrisville,Wake County,NC,919
27562,Standard,New Hill,Wake County,NC,919
27563,Standard,Norlina,Warren County,NC,252
27564,Standard,Creedmoor,Granville County,NC,919
27565,Standard,Oxford,Granville County,NC,"919,252"
27568,Po Box,Pine Level,Johnston County,NC,919
27569,Standard,Princeton,Johnston County,NC,919
27570,Po Box,Ridgeway,Warren County,NC,252
27571,Standard,Rolesville,Wake County,NC,919
27572,Standard,Rougemont,Person County,NC,"336,919"
27573,Standard,Roxboro,Person County,NC,"336,919"
27574,Standard,Roxboro,Person County,NC,336
27576,Standard,Selma,Johnston County,NC,919
27577,Standard,Smithfield,Johnston County,NC,919
27581,Standard,Stem,Granville County,NC,919
27582,Po Box,Stovall,Granville County,NC,919
27583,Standard,Timberlake,Person County,NC,336
27584,Po Box,Townsville,Vance County,NC,252
27586,Po Box,Vaughan,Warren County,NC,252
27587,Standard,Wake Forest,Wake County,NC,919
27588,Po Box,Wake Forest,Wake County,NC,919
27589,Standard,Warrenton,Warren County,NC,"252,919"
27591,Standard,Wendell,Wake County,NC,919
27592,Standard,Willow Spring,Wake County,NC,919
27593,Po Box,Wilsons Mills,Johnston County,NC,
27594,Po Box,Wise,Warren County,NC,252
27596,Standard,Youngsville,Franklin County,NC,919
27597,Standard,Zebulon,Wake County,NC,"919,252"
27599,Unique,Chapel Hill,Orange County,NC,919
27601,Standard,Raleigh,Wake County,NC,919
27602,Po Box,Raleigh,Wake County,NC,919
27603,Standard,Raleigh,Wake County,NC,919
27604,Standard,Raleigh,Wake County,NC,919
27605,Standard,Raleigh,Wake County,NC,919
27606,Standard,Raleigh,Wake County,NC,919
27607,Standard,Raleigh,Wake County,NC,"919,910"
27608,Standard,Raleigh,Wake County,NC,919
27609,Standard,Raleigh,Wake County,NC,919
27610,Standard,Raleigh,Wake County,NC,919
27611,Po Box,Raleigh,Wake County,NC,919
27612,Standard,Raleigh,Wake County,NC,919
27613,Standard,Raleigh,Wake County,NC,919
27614,Standard,Raleigh,Wake County,NC,919
27615,Standard,Raleigh,Wake County,NC,919
27616,Standard,Raleigh,Wake County,NC,919
27617,Standard,Raleigh,Wake County,NC,919
27619,Po Box,Raleigh,Wake County,NC,919
27620,Po Box,Raleigh,Wake County,NC,919
27621,Po Box,Raleigh,Wake County,NC,919
27622,Po Box,Raleigh,Wake County,NC,919
27623,Po Box,Raleigh,Wake County,NC,919
27624,Po Box,Raleigh,Wake County,NC,919
27625,Po Box,Raleigh,Wake County,NC,919
27626,Po Box,Raleigh,Wake County,NC,919
27627,Po Box,Raleigh,Wake County,NC,919
27628,Po Box,Raleigh,Wake County,NC,919
27629,Po Box,Raleigh,Wake County,NC,919
27634,Unique,Raleigh,Wake County,NC,919
27635,Unique,Raleigh,Wake County,NC,919
27636,Po Box,Raleigh,Wake County,NC,919
27640,Unique,Raleigh,Wake County,NC,919
27650,Po Box,Raleigh,Wake County,NC,919
27656,Unique,Raleigh,Wake County,NC,919
27658,Po Box,Raleigh,Wake County,NC,919
27661,Po Box,Raleigh,Wake County,NC,919
27668,Unique,Raleigh,Wake County,NC,919
27675,Po Box,Raleigh,Wake County,NC,919
27676,Po Box,Raleigh,Wake County,NC,919
27690,Unique,Raleigh,Wake County,NC,919
27695,Unique,Raleigh,Wake County,NC,919
27697,Unique,Raleigh,Wake County,NC,919
27698,Unique,Raleigh,Wake County,NC,919
27699,Unique,Raleigh,Wake County,NC,919
27701,Standard,Durham,Durham County,NC,919
27702,Po Box,Durham,Durham County,NC,919
27703,Standard,Durham,Durham County,NC,919
27704,Standard,Durham,Durham County,NC,919
27705,Standard,Durham,Durham County,NC,"434,919"
27706,Standard,Durham,Durham County,NC,919
27707,Standard,Durham,Durham County,NC,919
27708,Unique,Durham,Durham County,NC,919
27709,Po Box,Durham,Durham County,NC,919
27710,Unique,Durham,Durham County,NC,919
27711,Unique,Durham,Durham County,NC,919
27712,Standard,Durham,Durham County,NC,919
27713,Standard,Durham,Durham County,NC,919
27715,Po Box,Durham,Durham County,NC,919
27717,Po Box,Durham,Durham County,NC,919
27722,Po Box,Durham,Durham County,NC,919
27801,Standard,Rocky Mount,Edgecombe County,NC,"919,252"
27802,Po Box,Rocky Mount,Nash County,NC,252
27803,Standard,Rocky Mount,Nash County,NC,"252,919"
27804,Standard,Rocky Mount,Nash County,NC,252
27805,Standard,Aulander,Bertie County,NC,252
27806,Standard,Aurora,Beaufort County,NC,252
27807,Standard,Bailey,Nash County,NC,252
27808,Standard,Bath,Beaufort County,NC,252
27809,Standard,Battleboro,Nash County,NC,252
27810,Standard,Belhaven,Beaufort County,NC,252
27811,Po Box,Bellarthur,Pitt County,NC,252
27812,Standard,Bethel,Pitt County,NC,252
27813,Po Box,Black Creek,Wilson County,NC,252
27814,Standard,Blounts Creek,Beaufort County,NC,252
27815,Unique,Rocky Mount,Nash County,NC,252
27816,Standard,Castalia,Franklin County,NC,"919,252"
27817,Standard,Chocowinity,Beaufort County,NC,252
27818,Standard,Como,Hertford County,NC,252
27819,Po Box,Conetoe,Edgecombe County,NC,252
27820,Standard,Conway,Northampton County,NC,252
27821,Standard,Edward,Beaufort County,NC,252
27822,Standard,Elm City,Wilson County,NC,252
27823,Standard,Enfield,Halifax County,NC,252
27824,Standard,Engelhard,Hyde County,NC,252
27825,Po Box,Everetts,Martin County,NC,252
27826,Standard,Fairfield,Hyde County,NC,252
27827,Po Box,Falkland,Pitt County,NC,252
27828,Standard,Farmville,Pitt County,NC,252
27829,Standard,Fountain,Pitt County,NC,252
27830,Standard,Fremont,Wayne County,NC,919
27831,Standard,Garysburg,Northampton County,NC,252
27832,Standard,Gaston,Northampton County,NC,252
27833,Po Box,Greenville,Pitt County,NC,252
27834,Standard,Greenville,Pitt County,NC,252
27835,Po Box,Greenville,Pitt County,NC,252
27836,Po Box,Greenville,Pitt County,NC,252
27837,Standard,Grimesland,Pitt County,NC,252
27839,Standard,Halifax,Halifax County,NC,252
27840,Standard,Hamilton,Martin County,NC,252
27841,Po Box,Hassell,Martin County,NC,252
27842,Standard,Henrico,Northampton County,NC,252
27843,Standard,Hobgood,Edgecombe County,NC,252
27844,Standard,Hollister,Halifax County,NC,"919,252"
27845,Standard,Jackson,Northampton County,NC,252
27846,Standard,Jamesville,Martin County,NC,252
27847,Standard,Kelford,Bertie County,NC,252
27849,Standard,Lewiston Woodville,Bertie County,NC,252
27850,Standard,Littleton,Warren County,NC,252
27851,Standard,Lucama,Wilson County,NC,"252,919"
27852,Standard,Macclesfield,Edgecombe County,NC,252
27853,Standard,Margarettsville,Northampton County,NC,252
27854,Standard,Milwaukee,Northampton County,NC,252
27855,Standard,Murfreesboro,Hertford County,NC,252
27856,Standard,Nashville,Nash County,NC,252
27857,Standard,Oak City,Martin County,NC,252
27858,Standard,Greenville,Pitt County,NC,252
27860,Standard,Pantego,Beaufort County,NC,252
27861,Po Box,Parmele,Martin County,NC,252
27862,Standard,Pendleton,Northampton County,NC,252
27863,Standard,Pikeville,Wayne County,NC,919
27864,Standard,Pinetops,Edgecombe County,NC,252
27865,Standard,Pinetown,Beaufort County,NC,252
27866,Standard,Pleasant Hill,Northampton County,NC,252
27867,Po Box,Potecasi,Northampton County,NC,252
27868,Po Box,Red Oak,Nash County,NC,252
27869,Standard,Rich Square,Northampton County,NC,252
27870,Standard,Roanoke Rapids,Halifax County,NC,252
27871,Standard,Robersonville,Martin County,NC,252
27872,Standard,Roxobel,Bertie County,NC,252
27873,Po Box,Saratoga,Pitt County,NC,252
27874,Standard,Scotland Neck,Halifax County,NC,252
27875,Standard,Scranton,Hyde County,NC,252
27876,Standard,Seaboard,Northampton County,NC,252
27877,Po Box,Severn,Northampton County,NC,252
27878,Po Box,Sharpsburg,Nash County,NC,252
27879,Po Box,Simpson,Pitt County,NC,252
27880,Standard,Sims,Wilson County,NC,252
27881,Po Box,Speed,Edgecombe County,NC,252
27882,Standard,Spring Hope,Nash County,NC,"252,919"
27883,Standard,Stantonsburg,Wilson County,NC,"252,919"
27884,Standard,Stokes,Pitt County,NC,252
27885,Standard,Swanquarter,Hyde County,NC,252
27886,Standard,Tarboro,Edgecombe County,NC,"252,919"
27887,Po Box,Tillery,Halifax County,NC,252
27888,Standard,Walstonburg,Greene County,NC,252
27889,Standard,Washington,Beaufort County,NC,"252,919"
27890,Standard,Weldon,Halifax County,NC,252
27891,Standard,Whitakers,Nash County,NC,252
27892,Standard,Williamston,Martin County,NC,252
27893,Standard,Wilson,Wilson County,NC,"252,919"
27894,Po Box,Wilson,Wilson County,NC,252
27895,Po Box,Wilson,Wilson County,NC,252
27896,Standard,Wilson,Wilson County,NC,252
27897,Standard,Woodland,Northampton County,NC,252
27906,Po Box,Elizabeth City,Pasquotank County,NC,252
27907,Po Box,Elizabeth City,Pasquotank County,NC,252
27909,Standard,Elizabeth City,Pasquotank County,NC,"252,919"
27910,Standard,Ahoskie,Hertford County,NC,252
27915,Po Box,Avon,Dare County,NC,252
27916,Standard,Aydlett,Currituck County,NC,252
27917,Standard,Barco,Currituck County,NC,252
27919,Standard,Belvidere,Perquimans County,NC,252
27920,Po Box,Buxton,Dare County,NC,252
27921,Standard,Camden,Camden County,NC,252
27922,Standard,Cofield,Hertford County,NC,252
27923,Standard,Coinjock,Currituck County,NC,252
27924,Standard,Colerain,Bertie County,NC,252
27925,Standard,Columbia,Tyrrell County,NC,"919,252"
27926,Standard,Corapeake,Gates County,NC,252
27927,Standard,Corolla,Currituck County,NC,252
27928,Standard,Creswell,Washington County,NC,252
27929,Standard,Currituck,Currituck County,NC,252
27930,Po Box,Durants Neck,Perquimans County,NC,252
27932,Standard,Edenton,Chowan County,NC,252
27935,Standard,Eure,Gates County,NC,252
27936,Po Box,Frisco,Dare County,NC,252
27937,Standard,Gates,Gates County,NC,252
27938,Standard,Gatesville,Gates County,NC,252
27939,Standard,Grandy,Currituck County,NC,252
27941,Standard,Harbinger,Currituck County,NC,252
27942,Standard,Harrellsville,Hertford County,NC,252
27943,Po Box,Hatteras,Dare County,NC,252
27944,Standard,Hertford,Perquimans County,NC,252
27946,Standard,Hobbsville,Gates County,NC,252
27947,Standard,Jarvisburg,Currituck County,NC,252
27948,Standard,Kill Devil Hills,Dare County,NC,252
27949,Standard,Kitty Hawk,Dare County,NC,252
27950,Standard,Knotts Island,Currituck County,NC,252
27953,Standard,Manns Harbor,Dare County,NC,252
27954,Standard,Manteo,Dare County,NC,252
27956,Standard,Maple,Currituck County,NC,252
27957,Standard,Merry Hill,Bertie County,NC,252
27958,Standard,Moyock,Currituck County,NC,252
27959,Standard,Nags Head,Dare County,NC,252
27960,Po Box,Ocracoke,Hyde County,NC,252
27962,Standard,Plymouth,Washington County,NC,252
27964,Standard,Point Harbor,Currituck County,NC,252
27965,Standard,Poplar Branch,Currituck County,NC,252
27966,Standard,Powells Point,Currituck County,NC,252
27967,Po Box,Powellsville,Bertie County,NC,252
27968,Po Box,Rodanthe,Dare County,NC,252
27969,Po Box,Roduco,Gates County,NC,252
27970,Standard,Roper,Washington County,NC,252
27972,Po Box,Salvo,Dare County,NC,252
27973,Standard,Shawboro,Currituck County,NC,252
27974,Standard,Shiloh,Camden County,NC,252
27976,Standard,South Mills,Camden County,NC,252
27978,Standard,Stumpy Point,Dare County,NC,252
27979,Standard,Sunbury,Gates County,NC,252
27980,Standard,Tyner,Chowan County,NC,252
27981,Standard,Wanchese,Dare County,NC,252
27982,Po Box,Waves,Dare County,NC,252
27983,Standard,Windsor,Bertie County,NC,252
27985,Po Box,Winfall,Perquimans County,NC,252
27986,Standard,Winton,Hertford County,NC,252
28001,Standard,Albemarle,Stanly County,NC,"704,980"
28002,Po Box,Albemarle,Stanly County,NC,704
28006,Standard,Alexis,Gaston County,NC,704
28007,Po Box,Ansonville,Anson County,NC,704
28009,Po Box,Badin,Stanly County,NC,704
28010,Po Box,Barium Springs,Iredell County,NC,704
28012,Standard,Belmont,Gaston County,NC,704
28016,Standard,Bessemer City,Gaston County,NC,704
28017,Po Box,Boiling Springs,Cleveland County,NC,704
28018,Standard,Bostic,Rutherford County,NC,828
28019,Po Box,Caroleen,Rutherford County,NC,828
28020,Standard,Casar,Cleveland County,NC,704
28021,Standard,Cherryville,Gaston County,NC,704
28023,Standard,China Grove,Rowan County,NC,704
28024,Po Box,Cliffside,Rutherford County,NC,828
28025,Standard,Concord,Cabarrus County,NC,704
28026,Po Box,Concord,Cabarrus County,NC,704
28027,Standard,Concord,Cabarrus County,NC,"704,980"
28031,Standard,Cornelius,Mecklenburg County,NC,704
28032,Standard,Cramerton,Gaston County,NC,704
28033,Standard,Crouse,Lincoln County,NC,704
28034,Standard,Dallas,Gaston County,NC,704
28035,Standard,Davidson,Mecklenburg County,NC,704
28036,Standard,Davidson,Mecklenburg County,NC,704
28037,Standard,Denver,Lincoln County,NC,704
28038,Po Box,Earl,Cleveland County,NC,704
28039,Po Box,East Spencer,Rowan County,NC,
28040,Standard,Ellenboro,Rutherford County,NC,"828,704"
28041,Po Box,Faith,Rowan County,NC,704
28042,Po Box,Fallston,Cleveland County,NC,704
28043,Standard,Forest City,Rutherford County,NC,828
28052,Standard,Gastonia,Gaston County,NC,"704,980"
28053,Po Box,Gastonia,Gaston County,NC,704
28054,Standard,Gastonia,Gaston County,NC,704
28055,Po Box,Gastonia,Gaston County,NC,704
28056,Standard,Gastonia,Gaston County,NC,"704,980"
28070,Po Box,Huntersville,Mecklenburg County,NC,704
28071,Standard,Gold Hill,Rowan County,NC,704
28072,Po Box,Granite Quarry,Rowan County,NC,704
28073,Standard,Grover,Cleveland County,NC,704
28074,Po Box,Harris,Rutherford County,NC,704
28075,Standard,Harrisburg,Cabarrus County,NC,704
28076,Po Box,Henrietta,Rutherford County,NC,828
28077,Po Box,High Shoals,Gaston County,NC,704
28078,Standard,Huntersville,Mecklenburg County,NC,704
28079,Standard,Indian Trail,Union County,NC,704
28080,Standard,Iron Station,Lincoln County,NC,704
28081,Standard,Kannapolis,Cabarrus County,NC,704
28082,Po Box,Kannapolis,Cabarrus County,NC,704
28083,Standard,Kannapolis,Cabarrus County,NC,704
28086,Standard,Kings Mountain,Cleveland County,NC,704
28088,Standard,Landis,Rowan County,NC,704
28089,Po Box,Lattimore,Cleveland County,NC,704
28090,Standard,Lawndale,Cleveland County,NC,704
28091,Standard,Lilesville,Anson County,NC,704
28092,Standard,Lincolnton,Lincoln County,NC,"704,828,980"
28093,Po Box,Lincolnton,Lincoln County,NC,704
28097,Standard,Locust,Stanly County,NC,704
28098,Standard,Lowell,Gaston County,NC,704
28101,Standard,Mc Adenville,Gaston County,NC,704
28102,Po Box,Mc Farlan,Anson County,NC,704
28103,Standard,Marshville,Union County,NC,704
28104,Standard,Matthews,Union County,NC,704
28105,Standard,Matthews,Mecklenburg County,NC,704
28106,Po Box,Matthews,Mecklenburg County,NC,704
28107,Standard,Midland,Cabarrus County,NC,704
28108,Po Box,Mineral Springs,Union County,NC,704
28109,Po Box,Misenheimer,Stanly County,NC,704
28110,Standard,Monroe,Union County,NC,"704,980"
28111,Po Box,Monroe,Union County,NC,704
28112,Standard,Monroe,Union County,NC,704
28114,Standard,Mooresboro,Rutherford County,NC,"828,704"
28115,Standard,Mooresville,Iredell County,NC,704
28117,Standard,Mooresville,Iredell County,NC,704
28119,Standard,Morven,Anson County,NC,704
28120,Standard,Mount Holly,Gaston County,NC,704
28123,Po Box,Mount Mourne,Iredell County,NC,704
28124,Standard,Mount Pleasant,Cabarrus County,NC,704
28125,Standard,Mount Ulla,Rowan County,NC,704
28126,Po Box,Newell,Mecklenburg County,NC,704
