STATION,NAME,LATITUDE,LONGITUDE,year,HTDD,state
USC00310645,"BEECH MOUNTAIN, NC US",36.187382,-81.874092,2020,6483,NC
USC00310645,"BEECH MOUNTAIN, NC US",36.187382,-81.874092,2021,6599,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2010,4901,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2011,4790,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2012,3932,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2013,4694,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2014,4927,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2015,,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2016,,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2017,3796,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2018,4531,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2019,,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2020,4170,NC
USC00310724,"BENT CREEK, NC US",35.504398,-82.596603,2021,4374,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2010,5838,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2011,5809,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2012,5146,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2013,5986,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2014,6112,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2015,5901,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2016,5263,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2017,4903,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2018,5597,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2019,5233,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2020,5178,NC
USC00310982,"BOONE 1 SE, NC US",36.213951,-81.64563,2021,5448,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2010,,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2011,4576,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2012,3823,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2013,,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2014,4702,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2015,4421,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2016,,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2017,3596,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2018,4338,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2019,4077,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2020,3966,NC
USC00311055,"BREVARD, NC US",35.228439,-82.735748,2021,4194,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2010,3199,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2013,,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2014,,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2015,3227,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2016,2439,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2017,,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2018,,NC
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.060032,-79.448112,2019,,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2010,,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2011,,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2012,3435,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2013,4472,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2014,4735,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2015,4461,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2016,3846,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2017,3535,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2018,4361,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2019,4099,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2020,3988,NC
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,2021,4285,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2011,,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2012,3343,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2013,3998,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2014,4202,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2015,4101,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2016,3323,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2017,3211,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2018,3809,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2019,3597,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2020,3367,NC
USC00311429,"CANE CREEK RESERVOIR, NC US",35.949451,-79.238998,2021,3617,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2010,,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2011,,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2012,,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2013,3712,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2014,3867,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2015,3866,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2016,3020,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2017,2911,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2018,3597,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2019,3348,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2020,3146,NC
USC00311535,"CARY, NC US",35.719929,-78.787849,2021,3427,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2012,,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2013,,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2014,3551,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2015,3423,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2016,2790,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2017,2546,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2018,3269,NC
USC00311578,"CATAWBA 5 SW, NC US",35.648701,-81.134201,2019,3181,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2010,2692,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2011,2801,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2012,2114,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2013,,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2014,,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2015,1841,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2016,1247,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2017,1206,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2018,,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2019,,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2020,,NC
USC00311606,"CEDAR ISLAND, NC US",34.983299,-76.300003,2021,1671,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2010,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2011,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2012,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2013,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2014,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2019,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2020,,NC
USC00311624,"CELO 2 S, NC US",35.826382,-82.183701,2021,4594,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2010,3722,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2011,3759,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2012,2985,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2013,3784,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2014,3766,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2015,3686,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2016,2814,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2017,2747,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2018,,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2020,2978,NC
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.079399,2021,3213,NC
USC00311700,"CHATHAM WTP, NC US",35.733662,-79.00322,2016,,NC
USC00311700,"CHATHAM WTP, NC US",35.733662,-79.00322,2017,2731,NC
USC00311700,"CHATHAM WTP, NC US",35.733662,-79.00322,2018,,NC
USC00311700,"CHATHAM WTP, NC US",35.733662,-79.00322,2019,,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2013,,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2014,,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2015,,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2016,,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2018,,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2019,2925,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2020,2862,NC
USC00311817,"CLAYTON 3 E, NC US",35.634949,-78.397926,2021,2721,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2010,3605,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2011,3635,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2012,2871,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2013,3592,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2014,3747,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2015,,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2016,2983,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2017,2934,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2018,3504,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2019,3218,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2020,2456,NC
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.463303,2021,2517,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2010,3153,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2012,,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2013,3216,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2015,3209,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2016,,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2017,2527,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2018,3152,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2019,2759,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2020,2552,NC
USC00311881,"CLINTON 2 NE, NC US",35.025082,-78.276001,2021,,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2011,3695,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2012,2857,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2013,3481,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2014,3573,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2015,3422,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2016,2414,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2017,,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2018,3055,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2019,2686,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2020,2518,NC
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.710899,-76.126999,2021,2853,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2010,3468,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2011,3415,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2012,2718,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2013,3607,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2014,3778,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2015,3598,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2016,2776,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2017,2627,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2018,3370,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2019,3249,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2020,2977,NC
USC00311975,"CONCORD, NC US",35.413738,-80.563828,2021,3153,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2010,4576,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2011,4135,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2012,,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2013,,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2014,,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2015,4151,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2016,3398,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2017,3102,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2018,3909,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2019,3703,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2020,3599,NC
USC00312238,"DANBURY, NC US",36.430099,-80.178902,2021,3701,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2010,3355,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2011,3288,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2012,2432,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2013,3194,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2014,3258,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2015,3359,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2016,2503,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2017,2362,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2018,3193,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2019,2727,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2020,2510,NC
USC00312500,"DUNN 4 NW, NC US",35.324322,-78.68782,2021,2864,NC
USC00312515,"DURHAM, NC US",36.0425,-78.962502,2010,3878,NC
USC00312515,"DURHAM, NC US",36.0425,-78.962502,2011,,NC
USC00312515,"DURHAM, NC US",36.0425,-78.962502,2012,,NC
USC00312515,"DURHAM, NC US",36.0425,-78.962502,2013,,NC
USC00312560,"EAST ARCADIA 2 NE, NC US",34.399101,-78.315804,2010,2929,NC
USC00312560,"EAST ARCADIA 2 NE, NC US",34.399101,-78.315804,2011,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2011,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2012,3262,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2013,4041,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2014,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2015,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2016,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2017,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2020,,NC
USC00312574,"EAST FLAT ROCK 3 SE, NC US",35.245731,-82.38916,2021,,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2010,,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2011,,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2012,3382,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2013,4160,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2014,4201,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2015,4189,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2016,3251,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2017,3108,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2018,4102,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2019,3840,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2020,3726,NC
USC00312631,"EDEN, NC US",36.474201,-79.743301,2021,3829,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2010,3172,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2011,3328,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2012,2389,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2013,3202,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2014,3261,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2015,3353,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2016,2414,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2017,2497,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2018,3049,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2019,2633,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2020,2460,NC
USC00312635,"EDENTON, NC US",36.016399,-76.551598,2021,2717,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2014,,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2015,3307,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2016,2385,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2017,2524,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2018,2997,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2019,,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2020,,NC
USC00312719,"ELIZABETH CITY, NC US",36.309601,-76.205002,2021,2732,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2010,3026,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2011,,NC
